Elegido;447;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Numero;Codigo;d;d+;d-;B;B+;B-;T;T+;T-;D;D+;D-;C;C+;C-;HRC CUB+;HRC CUB-;HRC CONO+;HRC CONO-;PERFIL CUB;PERFIL CONO;PERFIL ROD.;RUG.PISTA CONO;RUG. RESPALDO CONO;RUG. PISTA CUBETA;Fecha Rev. Plano;Rev.;GA ;GA+;GA-
194;LM104911;NO;NO;NO;NO;NO;NO;NO;NO;NO;82.55;0;-18;16.51;0;-120;;;;;;;;;;;………………..;……..;;;
195;LM-104949 (CONO);50.8;0;-15;22.225;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
196;LM11710;NO;NO;NO;NO;NO;NO;NO;NO;NO;39.87;25;0;10.66;0;-120;;;;;;;;;;;………………..;……..;;;
197;LM-11749 (CONO);17.462;0;-12;14.605;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
198;LM12710;NO;NO;NO;NO;NO;NO;NO;NO;NO;45.237;25;0;12.065;0;-120;;;;;;;;;;;………………..;……..;;;
199;LM-12749 (CONO);21.986;0;-12;16.637;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
200;LM-29710 (CUBETA);NO;NO;NO;NO;NO;NO;NO;NO;NO;65.088;0;-16;13.97;0;-120;;;;;;;;;;;………………..;……..;;;
201;LM-29749 (CONO);38.1;0;-12;18.288;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
202;LM44610;NO;NO;NO;NO;NO;NO;NO;NO;NO;50.292;0;-16;10.668;0;-120;;;;;;;;;;;………………..;……..;;;
203;LM44649;26.988;0;-12;14.732;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
204;LM-48510 (CUBETA);NO;NO;NO;NO;NO;NO;NO;NO;NO;65.088;0;-16;13.97;0;-120;;;;;;;;;;;………………..;……..;;;
205;LM-48548 (CONO);34.925;0;-12;18.288;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
206;LM-67010;NO;NO;NO;NO;NO;NO;NO;NO;NO;59.131;25;0;11.811;0;-120;;;;;;;;;;;………………..;……..;;;
207;LM-67048 (CONO);31.75;0;-12;16.764;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
208;S33SR;32;0;-12;65.1;0;-200;57;0;-120;58;0;-16;57;0;-120;;;;;;;;;;;………………..;……..;;;
209;SET 10;39.689;13;0;22.076;76;-254;18.778;200;0;73.04;25;0;15.3;51;-254;;;;;;;;;;;………………..;……..;;;
210;SET 20;39.09;13;0;22.076;76;-254;19.4;200;0;80;0;-13;15.3;51;-254;;;;;;;;;;;………………..;……..;;;
211;SET 80;45;0;-12;26;0;-120;23.75;200;0;80;0;-16;;;;;;;;;;;;;;………………..;……..;;;
212;SET 9;35;0;-12;20.6;0;-120;18;200;0;65;0;-16;14;0;-120;;;;;;;;;;;………………..;……..;;;
213;TBX2146W39;80;0;-15;39.2;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2015-01-08 00:00:00;0;;;
214;TBY2146W39;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;32;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2015-01-13 00:00:00;0;;;
215;058-30212-MX - NACIONAL;60;0;-15;22;0;-150;23.75;200;0;110;0;-18;19;0;-150;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2018-03-29 00:00:00;A;;;
216;TCX204;20;0;-12;14;0;-100;15.25;200;0;47;0;-14;12;0;-120;64;58;64;58;CONVEX;CONVEX;NO;NO;NO;NO;2016-12-14 00:00:00;A;;;
217;TCX208;40;0;-12;18;0;-120;19.75;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
218;B&P-053-X-30213 - ZANG;65;0;-15;23;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2017-08-10 00:00:00;0;;;
219;TCX214;70;0;-15;24;0;-150;26.25;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;………………..;……..;;;
220;TCX216;80;0;-15;26;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2016-03-11 00:00:00;0;;;
221;TCX217;85;0;20;28;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
222;TCX218;90;0;-20;30;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
223;TCX219;95;0;-20;32;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
224;TCX220;100;0;-20;34;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
225;TCX305;25;0;-12;17;0;-100;18.25;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;………………..;……..;;;
226;B&P-053-X-30306 - ZANG;30;0;-12;19;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2017-08-10 00:00:00;0;;;
227;B&P-053-X-30307 - ZANG;35;0;-12;21;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2017-08-10 00:00:00;0;;;
228;TCX308;40;0;-12;23;0;-120;25.25;200;0;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
229;TCX309;45;0;-12;25;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2013-04-29 00:00:00;0;;;
230;TCX311;55;0;-15;29;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
231;TCY208;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;16;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
232;B&P-054-TCY213 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;20;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-10 00:00:00;0;;;
233;TCY214;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;21;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
234;TCY216;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;22;0;-150;64;58;NO;NO;NO;NO;NO;NO;NO;NO;2016-03-11 00:00:00;0;;;
235;TCY217;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-20;24;0;-200;64;58;64;58;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
236;TCY218;NO;NO;NO;NO;NO;NO;NO;NO;NO;160;0;-20;26;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
237;TCY219;NO;NO;NO;NO;NO;NO;NO;NO;NO;170;0;-20;27;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
238;TCY220;NO;NO;NO;NO;NO;NO;NO;NO;NO;180;0;-20;29;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
239;TCY305;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;15;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
240;B&P-054-TCY306 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;16;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-10 00:00:00;0;;;
241;B&P-054-TCY307 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;18;0;150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-10 00:00:00;0;;;
242;TCY308;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;20;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
243;000-054-TCY309-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-18;22;0;-200;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2011-12-07 00:00:00;0;NO;NO;NO
244;TCY311;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;25;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
245;TD013;65;0;-15;23;0;-100;23;200;0;100;0;-18;17.5;0;-200;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2011-01-26 00:00:00;0;;;
246;TD207;35;0;-12;23;0;-100;24.25;200;0;72;0;-16;19;0;-150;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-01 00:00:00;A;;;
247;TD208;40;0;-12;23;0;-100;24.75;200;0;80;0;-16;19;0;-150;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
248;B&P-053-X-32005 - ZANG;25;0;-12;15;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2017-08-17 00:00:00;0;;;
249;TDX006;30;0;-12;17;0;-100;17;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
250;TDX007;35;0;-12;18;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;CONVEX;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
251;053-X-32009 - ZANG;45;0;-12;20;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2016-12-13 00:00:00;A;;;
252;TDX205;25;0;-12;18;0;-120;19.25;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;………………..;……..;;;
253;TDX207;35;0;12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2012-09-04 00:00:00;0;;;
254;TDX212;60;0;-15;28;0;-150;29.75;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;N;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
255;TDX213;65;0;-15;31;0;-150;32.75;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
256;TDX215;75;0;15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;………………..;……..;;;
257;TDX216;80;0;-15;33;0;-150;35.25;200;0;NO;NO;NO;NO;NO;NO;NO;NO;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
258;TDX306;30;0;-12;27;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
259;TDX310;50;0;-12;40;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;………………..;……..;;;
260;B&P-054-TDY005 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;47;0;-14;11.5;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-17 00:00:00;0;;;
261;TDY006;NO;NO;NO;NO;NO;NO;NO;NO;NO;55;0;-16;13;0;-120;;;;;;;;;;;………………..;……..;;;
262;000-054-TDY007-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;14;0;-120;58;64;NO;NO;RECTO;NO;NO;NO;NO;NO;2021-05-17 00:00:00;0;NO;NO;NO
263;TDY009;NO;NO;NO;NO;NO;NO;NO;NO;NO;75;0;-16;15.5;0;-100;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2013-04-29 00:00:00;0;;;
264;B&P-053-X-32010 - ZANG;50;0;-12;20;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2016-12-13 00:00:00;A (ref 053-TDX010);;;
265;TDY016;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;22;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
266;TDY205;NO;NO;NO;NO;NO;NO;NO;NO;NO;52;0;-16;16;0;-120;64;58;64;58;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
267;TDY212;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;24;0;-150;64;58;64;58;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
268;B&P-054-TDY214 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;27;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;01*08/2017;0;;;
269;TDY215;NO;NO;NO;NO;NO;NO;NO;NO;NO;130;0;-20;27;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;………………..;……..;;;
270;TDY216;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;28;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
271;TDY306;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;23;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
272;000-054-TDY307-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;25;0;-120;64;58;NO;NO;STRAIGHT;NO;NO;NO;NO;NO;2023-05-30 00:00:00;0;;;
273;B&P-054-TDY309-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-18;30;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2023-11-01 00:00:00;A;1;2;3
274;TDY310;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;33;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;………………..;……..;;;
275;000-054-TDY311-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;35;0;-150;64;58;NO;NO;STRAIGHT;NO;NO;NO;NO;NO;2023-05-30 00:00:00;0;;;
276;TDY312;NO;NO;NO;NO;NO;NO;NO;NO;NO;130;0;-20;37;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
277;TDY315;NO;NO;NO;NO;NO;NO;NO;NO;NO;160;0;-25;45;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
278;TT207;35;0;-12;28;0;-120;28;200;0;72;0;-16;22;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2016-06-07 00:00:00;0;;;
279;TT209;45;0;-12;32;0;-120;32;200;0;85;0;-18;25;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-14 00:00:00;0;;;
280;TT210;50;0;-12;32;0;-120;32;200;0;90;0;-18;25.4;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-14 00:00:00;0;;;
281;TT211;55;0;-15;35;0;-150;35;200;0;100;0;-18;27;0;-150;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-14 00:00:00;0;;;
282;TT215;75;0;-15;41;0;-150;41;200;0;130;0;-20;31;0;-150;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-14 00:00:00;0;;;
283;TTX117;85;0;-20;41;0;-200;41;200;-200;NO;0;0;NO;0;0;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;………………..;……..;;;
284;TTY019;NO;NO;NO;NO;NO;NO;NO;NO;NO;145;0;-20;32.5;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
285;B&P-054-TTY117 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;32;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-28 00:00:00;0;;;
286;TTY207;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;22;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
287;TTY208;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;25;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
288;TTY213;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;32;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-11-29 00:00:00;A;;;
289;X-30206;30;0;-12;16;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
290;X-30209;45;0;-12;19;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
291;X30210;50;0;-12;20;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
292;X-30211;55;0;-15;21;0;-150;NO;NO;NO;;;;;;;;;;;;;;;;;………………..;……..;;;
293;X-30217;85;0;20;28;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
294;X-30218;90;0;-20;30;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
295;X-30219;95;0;-20;32;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
296;X-30220;100;0;-20;34;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
297;000-053-X-30310-DEFA;50;0;-12;27;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2024-05-14 00:00:00;0;;;
298;X-32005-MX;25;0;-12;15;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
299;000-053-X-32007-DEFA;35;0;-12;18;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;58;64;NO;RECTO;RECTO;NO;NO;NO;2021-05-17 00:00:00;0;NO;NO;NO
300;B&P-053-X-32011-DEFA;55;0;-15;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2023-05-30 00:00:00;0;;;
301;X-32016;80;0;-15;29;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
302;X320-32X;32;0;-12;17;0;-12;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
303;X-32212-MX;60;0;-15;28;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
304;B&P-053-X-32214 - ZANG;70;0;-15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;CONVEX;CONVEX;NO;NO;NO;NO;2017-08-01 00:00:00;0;;;
305;X-32214;70;0;-15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-23 00:00:00;0;;;
306;X-32216;80;0;-15;33;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;………………..;……..;;;
307;X-32218;90;0;-20;40;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;………………..;……..;;;
308;X-32306;30;0;-12;27;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
309;000-053-X-32307-DEFA;35;0;-12;31;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;STRAIGHT;NO;NO;NO;NO;2023-05-30 00:00:00;0;;;
310;X-32309;45;0;-12;36;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
311;000-053-X-32311-DEFA;55;0;-15;43;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;68;58;NO;STRAIGHT;NO;NO;NO;NO;2023-05-30 00:00:00;0;;;
312;X-32312;60;0;-15;46;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
313;X-32315;75;0;-15;55;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
314;X-33019;95;0;-20;39;0;-200;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;68;54;NO;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
315;X-33207;35;0;-12;28;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
316;X-33208;40;0;-12;32;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
317;X-33213;65;0;-15;41;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-11-29 00:00:00;A;;;
318;Y-30206;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;14;0;-120;;;;;;;;;;;………………..;……..;;;
319;Y30209;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;16;0;-120;;;;;;;;;;;………………..;……..;;;
320;Y30211;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-18;18;0;-150;;;;;;;;;;;………………..;……..;;;
321;Y-30217;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-20;24;0;-200;64;58;64;58;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
322;Y-30218;NO;NO;NO;NO;NO;NO;NO;NO;NO;160;0;-20;26;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
323;Y-30219;NO;NO;NO;NO;NO;NO;NO;NO;NO;170;0;-20;27;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
324;Y-30220;NO;NO;NO;NO;NO;NO;NO;NO;NO;180;0;-20;29;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
325;Y-30310;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;23;0;-120;;;;;;;;;;;………………..;……..;;;
326;Y-32005-MX;NO;NO;NO;NO;NO;NO;NO;NO;NO;47;0;-14;11.5;0;-120;;;;;;;;;;;………………..;……..;;;
327;Y-32007-MX;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;14;0;-120;;;;;;;;;;;………………..;……..;;;
328;Y-320-32Y;NO;NO;NO;NO;NO;NO;NO;NO;NO;58;0;-16;13;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;………………..;……..;;;
329;Y-32212;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;24;0;-150;;;;;;;;;;;………………..;……..;;;
330;Y-32214;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;27;0;-150;;;;;;;;;;;………………..;……..;;;
331;Y-32306;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;23;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-07 00:00:00;0;;;
332;B&P-053-TX1845  - DEFA;88.9;25;0;39.688;76;-254;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2012-05-17 00:00:00;0;;;
333;B&P-053-X-30207 - DEFA;35;0;-12;17;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-05-02 00:00:00;B;;;
334;B&P-054-TCY207 - DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;15;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-05-02 00:00:00;B;;;
335;B&P-053-X-32014 - ZANG;70;0;-15;25;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2019-05-04 00:00:00;0;;;
336;B&P-054-TDY014 - ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;19;0;-200;64;58;NO;NO;NO;NO;NO;NO;NO;NO;2016-05-04 00:00:00;0;;;
337;B&P-054-TDY012 - BOT;NO;NO;NO;NO;NO;NO;NO;NO;NO;95;0;-18;17.5;0;-150;62;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-11-16 00:00:00;0;;;
338;B&P-053-X-32012 - BOT;60;0;-15;23;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;58;NO;CONVEX;NO;NO;NO;NO;2018-11-16 00:00:00;0;;;
339;B&P-053-X-32207-DEFA;35;0;-12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-07-14 00:00:00;B;;;
340;B&P-054-TDY207-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-18;19;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-07-14 00:00:00;B;;;
341;B&P-048-DTR-1742-FM-XZD;17;0;-12;44;0;-120;NO;NO;NO;42;0;-14;40;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2023-06-02 00:00:00;B;Axial;40;15
342;B&P-053-X-33207-DEFA;35;0;-12;28;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-07-20 00:00:00;B;;;
