Elegido;1251;3;4;5;6;7;
Numero;Codigo;Juego;Juego+;Juego-;Fecha Rev. Plano; Rev.;Observaciones
581;Seal-206-R1;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
582;SEAL207-DBL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
583;SEAL208-DBL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
584;SEAL-211-DBL-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
585;SEAL-307DBL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
586;SEAL-314;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
587;SEAL-5203;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
588;Seal-5206-RST;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
589;SEAL-5209KRRB2;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
590;SEAL5210-RST;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
591;SEAL-5211-2RST;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
592;Seal-6020-2RS;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
593;Seal-6805-RLD;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
594;Seal-6905-RLD;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
595;SEAL-G-5209;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
596;SEAL-HCF211;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
597;SEAL-UC214;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
598;Seal-W208B22;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
599;SEAL-WLG5208;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
600;BPB-047-SFC-85-M - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-04-05 00:00:00;C;
601;Slinger-205KPPB9-09;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
602;SLINGER-211;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
603;BPB-047-SP205-AL - SK;NO EXIST.;NO EXIST.;NO EXIST.;2021-08-05 00:00:00;F;
604;SP205-1;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-08 00:00:00;0;
605;SP205-1-P;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-08 00:00:00;0;
606;SP205-2;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-08 00:00:00;0;
607;SP205-2-P;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-08 00:00:00;0;
608;SQME9;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
609;SQME-UTV;NO EXIST.;NO EXIST.;NO EXIST.;;;
610;SQME-UTV-A1;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
611;SQME-UTV-A2;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
612;SQME-UTV-A3;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
613;T-204;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
614;T205;NO EXIST.;NO EXIST.;NO EXIST.;2014-09-12 00:00:00;A;
615;BPB-047-T-205-13 - LD;NO EXIST.;NO EXIST.;NO EXIST.;2016-11-16 00:00:00;0;
616;T-206;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
617;T-207;NO EXIST.;NO EXIST.;NO EXIST.;2013-06-14 00:00:00;0;
618;B&P-047-T-208-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2024-12-24 00:00:00;B;
619;T-210;NO EXIST.;NO EXIST.;NO EXIST.;2014-09-12 00:00:00;0;
620;T-212;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
621;T212-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-02-24 00:00:00;0;
622;T-218;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
623;TTB-11315SP;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
624;UCF-207-35MM;Radial C3;15;33;……………….;…..;
625;UCF-208-40MM;Radial C3;15;33;……………….;…..;
626;UCF-209-45MM;Radial C3;18;36;……………….;…..;
627;UCF-210-50MM;Radial C3;18;36;……………….;…..;
628;UCF-212-60MM;Radial C3;23;43;……………….;…..;
629;UCF213;NO EXIST.;NO EXIST.;NO EXIST.;2017-04-21 00:00:00;0;
630;UCF213-64;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-24 00:00:00;0;
631;UCFB-208-40MM-DBL;Radial C3;15;33;……………….;…..;
632;UCFT-205-25MMDBL;Radial C3;13;28;……………….;…..;
633;UCFT-207-35MM;Radial C3;15;33;……………….;…..;
634;UCFT-209-45MM;Radial C3;18;36;……………….;…..;
635;UCFT-211-55MM;Radial C3;23;43;……………….;…..;
636;UCP-207-35MM;Radial C3;15;33;……………….;…..;
637;UCP-209-45MM;Radial C3;18;36;……………….;…..;
638;UCPX14-70;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-01 00:00:00;0;
639;WLG5208-2RSTW-08 (seal);NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
640;WSER-47;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
641;Z-6203-SEAL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
642;CL-60-2;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-22 00:00:00;0;
643;CA555-C6E-52L-ATT;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-22 00:00:00;;
644;FD211-112SQ;NO EXIST.;NO EXIST.;NO EXIST.;2017-10-26 00:00:00;0;
645;BPB-044-BP-17010-04 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2018-03-08 00:00:00;A;
646;BP-17011-03;NO EXIST.;NO EXIST.;NO EXIST.;2018-03-21 00:00:00;0;
647;BP-17011-B1;NO EXIST.;NO EXIST.;NO EXIST.;2018-02-07 00:00:00;0;
648;BP-17011-C2;NO EXIST.;NO EXIST.;NO EXIST.;2018-02-07 00:00:00;0;
649;P-213-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-08 00:00:00;0;
650;FC-210;NO EXIST.;NO EXIST.;NO EXIST.;2013-06-14 00:00:00;0;
651;BPB-037-BP-17010 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2019-11-25 00:00:00;C;
652;BPB-044-BP-17010-01 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2018-03-08 00:00:00;B;
653;BPB-044-BP-17010-02 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-18 00:00:00;0;
654;FC-205;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-08 00:00:00;0;
655;PA-208;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-08 00:00:00;0;
656;GU6008;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
657;FD-207;NO EXIST.;NO EXIST.;NO EXIST.;2017-07-31 00:00:00;0;
658;B&P-047-FB-206-FN;NO EXIST.;NO EXIST.;NO EXIST.;2024-04-29 00:00:00;A;
659;BPB-048-205KRP2-6PF-HNHS;NO EXIST.;NO EXIST.;NO EXIST.;2017-11-23 00:00:00;0;
660;SFC72;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-14 00:00:00;0;
661;BPB-047-P-209-L-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-03-12 00:00:00;0;
662;CA555R-QX48M;NO EXIST.;NO EXIST.;NO EXIST.;2016-08-25 00:00:00;0;
663;CA627-M40A-M;NO EXIST.;NO EXIST.;NO EXIST.;2016-12-21 00:00:00;0;
664;B&P-047-HA-211-FN;NO EXIST.;NO EXIST.;NO EXIST.;2024-04-30 00:00:00;B;
665;BPB-034-GEZ-12ES-2RS - KGB;Radial ;18 µm;8 µm;2017-11-16 00:00:00;0;
666;BPB-034-GEZ-14ES-2RS - KGB;Radial;18 µm;8 µm;2017-11-16 00:00:00;0;
667;BPB-048-S410000034 - XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-25 00:00:00;0;
668;BPB-034-GEZ-012-ES - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
669;BPB-034-GEZ-014-ES-2 - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
670;BPB-035-BHA-1616-ZOH - CWN;NO EXIST.;NO EXIST.;NO EXIST.;2016-12-16 00:00:00;C;
671;B&P-003-TCX205 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2011-11-02 00:00:00;0;
672;B&P-003-TCX204 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-01-11 00:00:00;0;
673;B&P-003-TCX206 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-03-12 00:00:00;0;
674;B&P-003-TCX208 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-09-04 00:00:00;0;
675;B&P-003-TCX211 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-09-04 00:00:00;0;
676;B&P-003-TCX212 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-09-04 00:00:00;0;
677;B&P-003-TCX310 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2013-04-29 00:00:00;0;
678;B&P-003-TDX010 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2012-09-04 00:00:00;0;
679;B&P-003-TDX209 - ZANG;NO EXIST.;NO EXIST.;NO EXIST.;2013-04-18 00:00:00;0;
680;BPB-033-CL-80-2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-05 00:00:00;0;
681;BPB-033-CL-160-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2019-03-11 00:00:00;0;
682;BPB-033-OL-160-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Plano fabrica;
683;B&P-047-F-217 - SCB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-09 00:00:00;0;
684;B&P-047-F-215 - SCB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-04 00:00:00;0;
685;B&P-047-F-218 - SCB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-04 00:00:00;0;
686;B&P-047-F3X-204 - SCB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-04 00:00:00;0;
687;BPB-046-SABP205-25L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
688;BPB-046-SABP206-30L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
689;BPB-046-SABFL206-30L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
690;BPB-046-SABFC208-40L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
691;BPB-046-SABFB209-45L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
692;BPB-046-SABF210-50L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
693;BPB-046-SABF209-45L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
694;BPB-046-SABF208-40L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
695;BPB-046-SABF207-35L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
696;BPB-046-SABF206-30L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
697;BPB-046-SABFL204-20L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-23 00:00:00;Standard GXTY;
698;BPB-044-BP-17010-05 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-18 00:00:00;00:00:00;
699;BPB-044-BP-17010-03 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2018-03-08 00:00:00;B;
700;B&P-047-FT-206 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2014-10-30 00:00:00;A;
701;B&P-047-F-218 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-04 00:00:00;0;
702;B&P-047-F-217 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-09 00:00:00;0;
703;B&P-047-F-215 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-04 00:00:00;0;
704;BPB-047-F-209-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
705;B&P-047-F-207 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;A;
706;BPB-047-F-206-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
707;BPB-047-F-205-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
708;B&P-047-LF-205 - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;A;
709;BPB-047-P-206-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-02-21 00:00:00;0;
710;BPB-047-P-207-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
711;BPB-047-F-207-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
712;BPB-047-P-205-L - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
713;BPB-033-CA550K-19SE2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-05 00:00:00;A;
714;B&P-047-F-209 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
715;BPB-047-FT-205-H - JSSX;NO EXIST.;NO EXIST.;NO EXIST.;2018-07-10 00:00:00;Standard JSSX;
716;BPB-046-SABP213-65L - GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-23 00:00:00;Standard GXTY;
717;BPB-037-BP-18013-03;NO EXIST.;NO EXIST.;NO EXIST.;2018-10-17 00:00:00;0;
718;BPB-043-FRNR32-EI;NO EXIST.;NO EXIST.;NO EXIST.;2019-01-08 00:00:00;Standard;
719;BPB-044-BP-18016-01 - TCI;NO EXIST.;NO EXIST.;NO EXIST.;2018-11-08 00:00:00;0;
720;BPB-044-BP-18016-02 - TCI;NO EXIST.;NO EXIST.;NO EXIST.;2018-11-08 00:00:00;0;
721;BPB-033-BP-18016 - TCI;NO EXIST.;NO EXIST.;NO EXIST.;2019-01-25 00:00:00;A;
722;BPB-037-SUPL.140X180 - XHYD;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-11 00:00:00;0;
723;BPB-047-F-206-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
724;BPB-047-T-212 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
725;BPB-047-F-207-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
726;BPB-047-F-208-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
727;BPB-047-P-207-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
728;BPB-047-P-206-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
729;BPB-047-F-213 - JSJZ  ;NO EXIST.;NO EXIST.;NO EXIST.;2018-02-01 00:00:00;00:00:00;
730;BPB-047-F-211-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-05-14 00:00:00;Standard JSJZ;
731;BPB-033-CL-40-1 - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-03 00:00:00;0;
732;BPB-033-ASA160-1H-RE - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2019-05-24 00:00:00;0;
733;BPB-033-ASA-80-1 - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;A;
734;BPB-033-ASA-100-2 - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-29 00:00:00;0;
735;BPB-033-ASA60-1H-REE - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
736;BPB-033-OL-100-3 -CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-16 00:00:00;0;
737;BPB-033-OL-100-2 - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
738;BPB-033-OL-100-1 - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-16 00:00:00;0;
739;BPB-033-ASA-60-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;A;
740;BPB-033-ASA415-H-REE - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
741;B&P-047-FD-203;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-31 00:00:00;0;
742;BPB-034-POS-30-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
743;BPB-034-POS-30-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
744;B&P-005-CAGE205-17 - ZJXY;NO EXIST.;NO EXIST.;NO EXIST.;2011-11-02 00:00:00;0;
745;BPB-034-GE-35-ES-2RS - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2025-01-22 00:00:00;A;
746;BPB-034-GE-25-ES-2RS - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
747;BPB-047-HA-210 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
748;BPB-047-HA-209 - LDK ;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
749;BPB-047-HA-208 - LDK   ;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
750;BPB-047-HA-213 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
751;B&P-047-LF-203 - LDK  ;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
752;BPB-047-LF-204 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
753;B&P-047-FD-203 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-10 00:00:00;Standard LDK;
754;B&P-047-FD-205 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-25 00:00:00;Standard LDK;
755;BPB-037-DIN-471.60M - RALC;NO EXIST.;NO EXIST.;NO EXIST.;2018-08-10 00:00:00;0;
756;BPB-035-IR-22-28-30 - JSGY;NO EXIST.;NO EXIST.;NO EXIST.;2018-11-06 00:00:00;0;
757;BPB-047-SFC-80-M - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-11-11 00:00:00;A;
758;BPB-037-BP-16007 - sudosilo;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-24 00:00:00;0;
759;BPB-037-BP-17007 - HZDQ;NO EXIST.;NO EXIST.;NO EXIST.;2017-02-09 00:00:00;0;
760;BPB-045-BP-19001-01 - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2019-01-17 00:00:00;0;
761;BPB-040-51104;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-14 00:00:00;0;
762;ZKL-041-6909;NO EXIST.;NO EXIST.;NO EXIST.;CATALOGO;0;
763;KG--041-6917;NO EXIST.;NO EXIST.;NO EXIST.;CATALOGO;0;
764;B&P-033-ASA-140-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2023-09-15 00:00:00;A;
765;BPB-033-ASA-40-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;A;
766;BPB-033-ASA-80-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;A;
767;BPB-048-NTB1613-2RST - YS;Radial;20µm;8µm;2019-01-07 00:00:00;C;
768;BPB-047-BP-18011- JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-20 00:00:00;D;
769;BPB-037-BP-19004-WXWQ;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-11 00:00:00;0;
770;BPB-041-617-3-ZZ    ;NO EXIST.;NO EXIST.;NO EXIST.;NA;NA;
771;BPB-045-BP-19001-01 ;NO EXIST.;NO EXIST.;NO EXIST.;NA;NA;
772;B&P-048-FDECL211-55-ZJXY ;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-16 00:00:00;0;
773;BPB-037-CB6203-1450B;NO EXIST.;NO EXIST.;NO EXIST.;2008-08-22 00:00:00;0;
774;BPB-033-ASA-50-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
775;BPB-033-ASA-100-2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
776;BPB-033-CA-550-A1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
777;BPB-033-CL-160-1H - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2019-05-24 00:00:00;0;
778;BP-13014-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-06-21 00:00:00;G;
779;BPB-027-BP-16003-09-XNXN;NO EXIST.;NO EXIST.;NO EXIST.;2018-04-25 00:00:00;C;
780;BPB-047-F-208-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
781;B&P-037-BP-13014-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-05 00:00:00;J;
782;BBP-047-FB-210;NO EXIST.;NO EXIST.;NO EXIST.;S/catalogo;N/A;
783;BPB-047-SFC-72-M-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-12 00:00:00;0;
784;BPB-051-H-322;NO EXIST.;NO EXIST.;NO EXIST.;NA;NA;
785;BPB-033-CA627-M40A-9- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2019-03-14 00:00:00;0;
786;BPB-033-ASA-410-REEL-TCI;NO EXIST.;NO EXIST.;NO EXIST.;2016-11-21 00:00:00;0;
787;BPB-034-POS-25-DER-KGB;Radial;55µm;8µm;2019-08-01 00:00:00;0;
788;BPB-035-IR-25-29-30-JSGY;NO EXIST.;NO EXIST.;NO EXIST.;2021-06-22 00:00:00;A;
789;BPB-047-PE-214-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2019-07-25 00:00:00;0;
790;BPB-047-PE-208-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2019-07-25 00:00:00;0;
791;B&P-047-FD-205-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2019-07-25 00:00:00;0;
792;B&P-047-FD-203-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2019-07-25 00:00:00;0;
793;B&P-040-51104-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2024-04-03 00:00:00;B;
794;BPB-040-51103-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-14 00:00:00;0;
795;B&P-040-51110-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2024-08-13 00:00:00;G;
796;BPB-048-AG25H1-CH-SXSZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-08-05 00:00:00;E;
797;BPB-033-CL-50-1H-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-30 00:00:00;0;
798;BPB-033-ASA-50-1H-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;
799;BPB-033-CL-60-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-22 00:00:00;0;
800;BPB-045-PFL-5-Z - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;D;
801;BPB-045-PFT-5-ZM - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
802;BPB-033-ASA-50-1H-REEL-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;
803;BPB-044-BP-17010-05 ;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-02 00:00:00;0;
804;BPB-037-BP-18018-BD-HNYMX;NO EXIST.;NO EXIST.;NO EXIST.;2019-11-15 00:00:00;B;
805;BPB-037-BP-18018-BI-HNYMX;NO EXIST.;NO EXIST.;NO EXIST.;2019-11-15 00:00:00;B;
806;BPB-033-ASA415-H- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
807;BPB-047-FT-205-H- LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-23 00:00:00;A;
808;BPB-048-BP-18013-CMI;Axial C5;100µm;50µm;2021-06-24 00:00:00;A;
809;BPB-033-ASA-60-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;
810;BPB-047-SFC-85-M - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-04-05 00:00:00;C;
811;BPB-047-PE-206-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-27 00:00:00;0;
812;B&P-047-PE-205-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-27 00:00:00;0;
813;B&P-047-PE-211-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2014-10-30 00:00:00;A;
814;BPB-047-T-207-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-27 00:00:00;0;
815;B&P-047-F-207-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;A;
816;B&P-047-FC-208-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-05 00:00:00;B;
817;B&P-047-F-211-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2014-10-30 00:00:00;A;
818;B&P-047-F-209-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2014-09-12 00:00:00;A;
819;B&P-047-F-206-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2014-09-11 00:00:00;B;
820;BPB-048-FD211-112SQ-HNHS;Radial;43µm;18µm;2020-01-02 00:00:00;A;
821;B&P-045-PF-6-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-09 00:00:00;C;
822;B&P-045-PFL-6-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
823;BPB-033-ASA-80-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-06-02 00:00:00;A;
824;BPB-033-ASA-80-2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
825;BPB-033-OL-50-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-16 00:00:00;0;
826;BPB-033-ASA-180-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-06-11 00:00:00;0;
827;BPB-033-ASA-180-1 - TCI;NO EXIST.;NO EXIST.;NO EXIST.;2020-06-11 00:00:00;0;
828;BPB-047-FT-204;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-30 00:00:00;0;
829;BPB-047-HA-208;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-29 00:00:00;B;
830;BPB-051-H-322-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2020-06-09 00:00:00;0;
